query_idx_0,query_idx_1,return_0,return_1,rd,gt_label,human_label
39999_1_13,154999_1_31,103.82077692422727,403.7680722487545,299.96083183740507,1 0,1 0
39999_0_82,79999_0_33,427.7711439309469,127.52778741721174,300.2820629227311,0 1,0 1
4999_1_47,84999_1_130,56.27354815931972,356.88858693399146,300.6199847223455,1 0,1 0
39999_0_82,179999_1_4,427.7711439309469,126.04437292443636,301.8110174078511,0 1,0 1
154999_1_31,44999_1_27,403.7680722487545,105.86914937168136,297.9717782492828,0 1,0 1
4999_1_47,39999_0_65,56.27354815931972,353.9974015381157,297.8116665586232,1 0,1 0
99999_0_64,134999_1_4,484.7879084994537,182.2391046482984,302.6154793411751,0 1,0 1
134999_1_4,194999_0_45,182.2391046482984,484.9100625778739,302.6734176341338,1 0,1 0
74999_1_45,64999_1_35,474.6209300251687,171.81479901948146,302.8946900430312,0 1,0 1
9999_1_106,124999_1_130,69.88917746745902,366.9313362259412,297.05712094713635,1 0,1 0
149999_0_35,94999_1_2,411.3719558246408,114.45499093731316,296.95569227003966,0 1,0 1
169999_0_30,44999_1_27,409.1457587534252,105.86914937168136,303.3452020956413,0 1,0 1
14999_0_126,194999_0_57,203.50114217335465,500.0,296.58874547411654,1 0,1 0
14999_0_126,104999_1_70,203.50114217335465,500.0,296.58403970742927,1 0,1 0
14999_0_126,94999_0_135,203.50114217335465,500.0,296.58393114915333,1 0,1 0
14999_0_126,104999_0_57,203.50114217335465,500.0,296.57710749228323,1 0,1 0
14999_0_126,184999_0_143,203.50114217335465,500.0,296.57246858129724,1 0,1 0
14999_0_126,54999_1_75,203.50114217335465,500.0,296.5697143376261,1 0,1 0
14999_0_126,54999_1_92,203.50114217335465,500.0,296.56913979991697,1 0,1 0
14999_0_126,109999_1_96,203.50114217335465,500.0,296.5658146513457,1 0,1 0
