query_idx_0,query_idx_1,return_0,return_1,rd,gt_label,human_label
89999_0_73,189999_1_47,487.3392359284224,477.3924692245548,10.02732698774756,0 1,0 1
159999_0_131,59999_0_74,479.577824547909,489.4928779539406,9.9550439527349,1 0,0 0
94999_0_54,109999_0_129,478.0886094237668,488.13007902447487,10.047748630824428,1 0,1 0
49999_0_41,99999_1_36,386.08324444040494,396.1295317319757,10.059263655295032,1 0,1 0
34999_0_84,169999_0_116,491.6727910085846,481.7884386213525,9.92808211793216,0 1,0 1
109999_0_112,94999_0_54,488.1300238579776,478.0886094237668,10.080538716168071,0 1,0 1
9999_1_33,209999_0_28,307.3914673843536,317.43342957762883,10.085659138596997,1 0,1 0
129999_1_97,109999_1_63,468.7091817679705,458.6297264013188,10.101353017465309,0 1,0 1
159999_0_131,114999_1_107,479.577824547909,489.3802889748064,9.883574700792026,1 0,1 0
19999_0_99,154999_0_13,262.291413296748,252.2368971826364,10.12249422944031,0 1,0 1
149999_1_140,169999_0_116,491.8287277076941,481.7884386213525,10.126283138157676,0 1,0 1
44999_0_34,89999_1_91,327.80217365655886,337.9435345067293,10.146077855124489,1 0,0 1
149999_1_94,169999_0_116,491.8369290185077,481.7884386213525,10.147339713514445,0 1,0 1
134999_0_9,24999_1_9,225.8826588272646,215.75507396150715,10.158362384356405,0 1,0 1
159999_0_131,114999_1_127,479.577824547909,489.3784396822954,9.82504721743294,1 0,1 0
159999_1_107,169999_0_116,491.9613468647003,481.7884386213525,10.181882726209018,0 1,1 0
54999_1_90,189999_1_47,487.58175140685495,477.3924692245548,10.2048746794964,0 1,0 0
189999_1_86,94999_0_54,487.8788363933563,478.0886094237668,9.791377763161282,0 1,0 1
59999_0_74,94999_0_127,489.4928779539406,479.7216639734993,9.780936275393406,0 1,1 0
114999_1_107,94999_0_127,489.3802889748064,479.7216639734993,9.749149217342405,0 1,0 1
