query_idx_0,query_idx_1,return_0,return_1,rd,gt_label,human_label
49999_1_45,84999_0_29,15.021418981846525,14.094685837509942,0.996558196407116,0 1,0 1
79999_0_122,94999_0_105,49.651044939268,48.70645162877498,1.0043023216293636,0 1,0 0
39999_1_92,189999_0_124,48.86229349457452,49.837260974745696,1.0068578371458254,1 0,0 0
44999_1_96,189999_1_47,43.022834018944486,42.12922135022687,0.9925951070944165,0 1,0 0
84999_0_94,169999_1_33,29.80400368820671,30.746402386395285,1.0106713273515198,1 0,1 0
139999_0_61,164999_1_31,34.3807250551619,35.33599906651885,0.989257527489578,1 0,1 0
189999_0_144,94999_0_105,49.650315331628256,48.70645162877498,1.0185982839499914,0 1,0 0
199999_1_42,179999_1_34,41.74360648973797,42.75305918647737,1.0197587988281125,1 0,0 0
34999_1_54,204999_1_94,49.06133409220944,48.12705402122024,0.976838501486195,0 1,0 0
139999_1_84,39999_1_92,49.81576935293258,48.86229349457452,1.0233294560082766,0 1,0 0
179999_0_83,189999_1_47,43.10418209084556,42.12922135022687,0.976193702792748,0 1,0 1
154999_0_47,109999_1_43,42.030171482390536,42.90630349346738,0.9735862330957616,1 0,1 0
94999_0_105,79999_0_121,48.70645162877498,49.65434281316572,1.0269975547831085,1 0,1 0
14999_0_42,179999_1_34,41.763693892927,42.75305918647737,1.0273362136869055,1 0,0 0
39999_1_107,204999_1_94,49.05153540453026,48.12705402122024,0.9707394092242956,0 1,0 1
14999_0_55,69999_1_71,41.983999293757904,42.87129383036501,0.9680597490117808,1 0,0 0
209999_1_123,39999_1_92,49.89269277480828,48.86229349457452,1.033904275460373,0 1,0 0
39999_0_108,74999_0_137,49.3863245492942,48.49792289092836,0.963946835665063,0 1,0 0
39999_1_92,164999_0_109,48.86229349457452,49.8419737413006,1.0378733755056169,1 0,0 0
44999_1_47,39999_0_70,45.98507770046082,45.024390533411086,0.961030300398578,0 1,0 0
